"","FSCSKEY","FSCS_SEQ","STABR","LIBID","LIBNAME","ADDRESS","CITY","ZIP","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","LONGITUD","LATITUDE","PLS_YEAR","POPU_LSA","POPU_LSA_YEAR"
"2280","IL0510",2,"IL","3063500","STERLING PUBLIC LIBRARY","102 WEST THIRD STREET","STERLING",61081,NA,32,"Town Distant","Town",-89.69839762,41.78812677,2020,15370,2020
"2281","IL0513",2,"IL","3063800","STOCKTON TOWNSHIP PUBLIC LIBRARY","140 WEST BENTON AVENUE","STOCKTON",61085,NA,42,"Rural Distant","Rural",-90.00753312,42.35081692,2020,2453,2020
"2282","IL0514",2,"IL","3063900","STONINGTON TOWNSHIP PUBLIC LIBRARY","500 EAST NORTH STREET","STONINGTON",62567,NA,42,"Rural Distant","Rural",-89.18357554,39.64052274,2020,1131,2020
"2283","IL0515",2,"IL","3064000","STREATOR PUBLIC LIBRARY","130 SOUTH PARK STREET","STREATOR",61364,NA,32,"Town Distant","Town",-88.83418141,41.11963353,2020,13710,2020
"2284","IL0516",2,"IL","3064100","SUGAR GROVE PUBLIC LIBRARY DISTRICT","125 SOUTH MUNICIPAL DRIVE","SUGAR GROVE",60554,NA,41,"Rural Fringe","Rural",-88.45623126,41.76184426,2020,15761,2020
"2285","IL0519",2,"IL","3064400","SYCAMORE PUBLIC LIBRARY","103 EAST STATE STREET","SYCAMORE",60178,NA,23,"Suburban Small","Suburban",-88.68419765,41.98850144,2020,17519,2020
"2286","IL0521",2,"IL","3064600","TAYLORVILLE PUBLIC LIBRARY","121 WEST VINE STREET","TAYLORVILLE",62568,NA,32,"Town Distant","Town",-89.29581725,39.55035069,2020,11246,2020
"2287","IL0522",2,"IL","3072600","YORK TOWNSHIP PUBLIC LIBRARY","1005 WEST MAIN STREET","THOMSON",61285,NA,42,"Rural Distant","Rural",-90.10377557,41.95864137,2020,1734,2020
"2288","IL0523",2,"IL","3064800","THORNTON PUBLIC LIBRARY","115 EAST MARGARET STREET","THORNTON",60476,NA,21,"Suburban Large","Suburban",-87.61166097,41.5683725,2020,2338,2020
"2289","IL0524",2,"IL","3064900","THREE RIVERS PUBLIC LIBRARY DISTRICT","25207 WEST CHANNON DRIVE","CHANNAHON",60410,NA,21,"Suburban Large","Suburban",-88.22359464,41.43385771,2020,26600,2020
"2290","IL0524",3,"IL","3064901","MINOOKA BRANCH LIBRARY","109 NORTH WABENA STREET","MINOOKA",60447,NA,21,"Suburban Large","Suburban",-88.26159512,41.45592045,2020,26600,2020
"2291","IL0525",2,"IL","3065100","TINLEY PARK PUBLIC LIBRARY","7851 TIMBER DRIVE","TINLEY PARK",60477,NA,21,"Suburban Large","Suburban",-87.81090903,41.56259616,2020,56703,2020
"2292","IL0525",3,"IL","3065101","TINLEY PARK PUBLIC LIBRARY BOOKMOBILE","7851 TIMBER DRIVE","TINLEY PARK",60477,NA,21,"Suburban Large","Suburban",-87.81090903,41.56259616,2020,56703,2020
"2293","IL0526",2,"IL","3065200","TISKILWA PUBLIC LIBRARY","119 EAST MAIN STREET","TISKILWA",61368,NA,42,"Rural Distant","Rural",-89.50684251,41.29231733,2020,1487,2020
"2294","IL0527",2,"IL","3064300","SUMPTER TOWNSHIP LIBRARY","148 COURTHOUSE SQUARE","TOLEDO",62468,NA,43,"Rural Remote","Rural",-88.24460704,39.27226273,2020,1980,2020
"2295","IL0528",2,"IL","3065300","TOLONO PUBLIC LIBRARY DISTRICT","111 EAST MAIN STREET","TOLONO",61880,NA,22,"Suburban Midsize","Suburban",-88.2603533,39.98541857,2020,11675,2020
"2296","IL0529",2,"IL","3065400","TOLUCA PUBLIC LIBRARY DISTRICT","102 NORTH MAIN STREET","TOLUCA",61369,NA,42,"Rural Distant","Rural",-89.13400092,41.00205202,2020,1414,2020
"2297","IL0533",2,"IL","3065900","TRENTON PUBLIC LIBRARY","118 EAST INDIANA STREET","TRENTON",62293,NA,31,"Town Fringe","Town",-89.68041568,38.6030888,2020,2715,2020
"2298","IL0535",2,"IL","3066200","TUSCOLA PUBLIC LIBRARY","112 EAST SALE STREET","TUSCOLA",61953,NA,32,"Town Distant","Town",-88.28687281,39.79986461,2020,4480,2020
"2299","IL0537",2,"IL","3066400","UNIVERSITY PARK PUBLIC LIBRARY DISTRICT","1100 BLACKHAWK DRIVE","UNIVERSITY PARK",60484,NA,21,"Suburban Large","Suburban",-87.68040565,41.42996285,2020,7129,2020
"2300","IL0538",2,"IL","3066500","URBANA FREE LIBRARY","210 WEST GREEN STREET","URBANA",61801,NA,13,"City Small","City",-88.20922579,40.11078087,2020,41250,2020
"2301","IL0539",2,"IL","3066600","UTICA PUBLIC LIBRARY DISTRICT","224 MILL STREET","UTICA",61373,NA,32,"Town Distant","Town",-89.00951976,41.34161898,2020,2990,2020
"2302","IL0541",2,"IL","3066800","VALMEYER PUBLIC LIBRARY DISTRICT","300 SOUTH CEDAR BLUFF DRIVE","VALMEYER",62295,NA,42,"Rural Distant","Rural",-90.27930249,38.31029401,2020,2549,2020
"2303","IL0542",2,"IL","3026400","EVANS PUBLIC LIBRARY DISTRICT","215 SOUTH FIFTH STREET","VANDALIA",62471,NA,33,"Town Remote","Town",-89.09618747,38.960236,2020,11481,2020
"2304","IL0543",2,"IL","3067000","VENICE PUBLIC LIBRARY","325 BROADWAY AVENUE","VENICE",62090,NA,21,"Suburban Large","Suburban",-90.17104309,38.67171752,2020,1890,2020
"2305","IL0544",2,"IL","3067100","VERMONT PUBLIC LIBRARY","EAST 4TH AND MAIN STREETS","VERMONT",61484,NA,43,"Rural Remote","Rural",-90.42750493,40.29438504,2020,667,2020
"2306","IL0545",2,"IL","3067200","VERNON AREA PUBLIC LIBRARY DISTRICT","300 OLDE HALF DAY ROAD","LINCOLNSHIRE",60069,NA,21,"Suburban Large","Suburban",-87.93661906,42.19874887,2020,41055,2020
"2307","IL0548",2,"IL","3007900","CAMARGO TOWNSHIP DISTRICT LIBRARY","14 NORTH MAIN STREET","VILLA GROVE",61956,NA,42,"Rural Distant","Rural",-88.1615616,39.8624237,2020,4047,2020
"2308","IL0549",2,"IL","3067600","VILLA PARK PUBLIC LIBRARY","305 SOUTH ARDMORE AVENUE","VILLA PARK",60181,NA,21,"Suburban Large","Suburban",-87.97896971,41.88467623,2020,21904,2020
"2309","IL0550",2,"IL","3067900","VIOLA PUBLIC LIBRARY DISTRICT","1701 FOURTEENTH STREET","VIOLA",61486,NA,42,"Rural Distant","Rural",-90.58570866,41.20292472,2020,2245,2020
"2310","IL0551",2,"IL","3031400","GRAND PRAIRIE OF THE WEST PUBLIC LIBRARY DISTRICT","142 WEST JACKSON STREET","VIRDEN",62690,NA,31,"Town Fringe","Town",-89.7686912,39.50181448,2020,5096,2020
"2311","IL0552",2,"IL","3068000","VIRGINIA MEMORIAL PUBLIC LIBRARY","100 NORTH MAIN STREET","VIRGINIA",62691,NA,43,"Rural Remote","Rural",-90.20953672,39.95086279,2020,1611,2020
"2312","IL0553",2,"IL","3068100","WALNUT PUBLIC LIBRARY DISTRICT","101 HEATON STREET","WALNUT",61376,NA,43,"Rural Remote","Rural",-89.59432808,41.55659572,2020,1752,2020
"2313","IL0554",2,"IL","3068300","WARREN TOWNSHIP PUBLIC LIBRARY","210 BURNETT AVENUE","WARREN",61087,NA,43,"Rural Remote","Rural",-89.98690856,42.49610562,2020,1601,2020
"2314","IL0556",2,"IL","3068400","WARREN-NEWPORT PUBLIC LIBRARY DISTRICT","224 NORTH O'PLAINE ROAD","GURNEE",60031,NA,21,"Suburban Large","Suburban",-87.91527437,42.36319087,2020,66690,2020
"2315","IL0556",3,"IL","3068401","WARREN-NEWPORT PUBLIC LIBRARY BOOKMOBILE","224 NORTH O'PLAINE ROAD","GURNEE",60031,NA,21,"Suburban Large","Suburban",-87.91527437,42.36319087,2020,66690,2020
"2316","IL0557",2,"IL","3068500","WARRENVILLE PUBLIC LIBRARY DISTRICT","28W751 STAFFORD PLACE","WARRENVILLE",60555,NA,21,"Suburban Large","Suburban",-88.18268969,41.82332213,2020,13551,2020
"2317","IL0559",2,"IL","3068700","WASHINGTON DISTRICT LIBRARY","380 NORTH WILMOR ROAD","WASHINGTON",61571,NA,21,"Suburban Large","Suburban",-89.42167672,40.70769182,2020,23604,2020
"2318","IL0559",3,"IL","3068701","SUNNYLAND BRANCH LIBRARY","16 WASHINGTON PLAZA","WASHINGTON",61571,NA,21,"Suburban Large","Suburban",-89.47882231,40.69422073,2020,23604,2020
"2319","IL0560",2,"IL","3046800","MORRISON-TALBOTT LIBRARY","215 PARK STREET","WATERLOO",62298,NA,31,"Town Fringe","Town",-90.15228414,38.33263002,2020,10874,2020
"2320","IL0561",2,"IL","3020100","CLINTON TOWNSHIP PUBLIC LIBRARY","110 SOUTH ELM STREET","WATERMAN",60556,NA,42,"Rural Distant","Rural",-88.77381159,41.76906259,2020,1868,2020
"2321","IL0562",2,"IL","3068800","WATSEKA PUBLIC LIBRARY","201 SOUTH 4TH STREET","WATSEKA",60970,NA,32,"Town Distant","Town",-87.73278609,40.77498145,2020,5255,2020
"2322","IL0563",2,"IL","3068900","WAUCONDA AREA PUBLIC LIBRARY DISTRICT","801 NORTH MAIN STREET","WAUCONDA",60084,NA,21,"Suburban Large","Suburban",-88.14494556,42.27062411,2020,27246,2020
"2323","IL0564",2,"IL","3069000","WAUKEGAN PUBLIC LIBRARY","128 NORTH COUNTY STREET","WAUKEGAN",60085,NA,21,"Suburban Large","Suburban",-87.83318369,42.36198689,2020,89078,2020
"2324","IL0564",3,"IL","3069002","WAUKEGAN PUBLIC LIBRARY BOOKMOBILE #1","128 NORTH COUNTY STREET","WAUKEGAN",60085,NA,21,"Suburban Large","Suburban",-87.832641,42.361626,2018,89078,2020
"2325","IL0564",5,"IL","3069001","HINKSTON PARK FIELD HOUSE BRANCH LIBRARY","800 NORTH BALDWIN AVENUE","WAUKEGAN",60085,NA,21,"Suburban Large","Suburban",-87.87115752,42.38398734,2020,89078,2020
"2326","IL0565",2,"IL","3069100","WAVERLY PUBLIC LIBRARY","291 NORTH PEARL STREET","WAVERLY",62692,NA,42,"Rural Distant","Rural",-89.95345223,39.59339746,2020,1307,2020
"2327","IL0567",2,"IL","3069300","WAYNESVILLE TOWNSHIP LIBRARY","303 EAST SECOND STREET","WAYNESVILLE",61778,NA,42,"Rural Distant","Rural",-89.1229964,40.23930499,2020,713,2020
"2328","IL0568",2,"IL","3069400","WELDON PUBLIC LIBRARY DISTRICT","505 MAPLE STREET","WELDON",61882,NA,42,"Rural Distant","Rural",-88.75146703,40.12108252,2020,832,2020
"2329","IL0569",2,"IL","3005800","BOND PUBLIC LIBRARY","208 SOUTH CHESTNUT STREET","WENONA",61377,NA,42,"Rural Distant","Rural",-89.04996435,41.05216764,2020,1056,2020
"2330","IL0570",2,"IL","3069500","WEST CHICAGO PUBLIC LIBRARY DISTRICT","118 WEST WASHINGTON STREET","WEST CHICAGO",60185,NA,21,"Suburban Large","Suburban",-88.20571637,41.88429607,2020,29924,2020
"2331","IL0572",2,"IL","3069700","WEST SALEM PUBLIC LIBRARY","112 WEST SOUTH STREET","WEST SALEM",62476,NA,43,"Rural Remote","Rural",-88.00503605,38.52008654,2020,897,2020
"2332","IL0573",2,"IL","3069900","WESTCHESTER PUBLIC LIBRARY","10700 CANTERBURY STREET","WESTCHESTER",60154,NA,21,"Suburban Large","Suburban",-87.88999942,41.85526066,2020,16718,2020
"2333","IL0574",2,"IL","3070000","WESTERN DISTRICT LIBRARY","1111 FOURTH STREET","ORION",61273,NA,42,"Rural Distant","Rural",-90.38143187,41.35311819,2020,4045,2020
"2334","IL0575",2,"IL","3064700","THOMAS FORD MEMORIAL LIBRARY","800 CHESTNUT STREET","WESTERN SPRINGS",60558,NA,21,"Suburban Large","Suburban",-87.89919671,41.81246077,2020,12975,2020
"2335","IL0576",2,"IL","3070100","WESTMONT PUBLIC LIBRARY","428 NORTH CASS AVENUE","WESTMONT",60559,NA,21,"Suburban Large","Suburban",-87.97572994,41.80623884,2020,24685,2020
"2336","IL0579",2,"IL","3070400","WHITE HALL TOWNSHIP LIBRARY","119 EAST SHERMAN STREET","WHITE HALL",62092,NA,32,"Town Distant","Town",-90.40331275,39.43682766,2020,3040,2020
"2337","IL0580",2,"IL","3070500","CARLOCK PUBLIC LIBRARY DISTRICT","202 EAST WASHINGTON STREET","CARLOCK",61725,NA,42,"Rural Distant","Rural",-89.13166295,40.58234947,2020,2904,2020
"2338","IL0581",2,"IL","3070600","WILLIAM LEONARD PUBLIC LIBRARY DISTRICT","13820 CENTRAL PARK AVENUE","ROBBINS",60472,NA,21,"Suburban Large","Suburban",-87.70865644,41.64136995,2020,5337,2020
"2339","IL0584",2,"IL","3071000","WILMETTE PUBLIC LIBRARY DISTRICT","1242 WILMETTE AVENUE","WILMETTE",60091,NA,21,"Suburban Large","Suburban",-87.70921819,42.07458795,2020,27087,2020
"2340","IL0585",2,"IL","3071100","WILMINGTON PUBLIC LIBRARY DISTRICT","201 SOUTH KANKAKEE STREET","WILMINGTON",60481,NA,31,"Town Fringe","Town",-88.14409036,41.30752189,2020,9345,2020
"2341","IL0586",2,"IL","3071200","WINCHESTER PUBLIC LIBRARY","215 NORTH MAIN STREET","WINCHESTER",62694,NA,43,"Rural Remote","Rural",-90.45630075,39.63332597,2020,1593,2020
"2342","IL0588",2,"IL","3071400","WINFIELD PUBLIC LIBRARY","0S291 WINFIELD ROAD","WINFIELD",60190,NA,21,"Suburban Large","Suburban",-88.15830254,41.86610001,2020,9820,2020
"2343","IL0589",2,"IL","3071500","WINNEBAGO PUBLIC LIBRARY DISTRICT","210 NORTH ELIDA STREET","WINNEBAGO",61088,NA,21,"Suburban Large","Suburban",-89.24145633,42.26825354,2020,7913,2020
"2344","IL0590",2,"IL","3071600","WINNETKA-NORTHFIELD PUBLIC LIBRARY DISTRICT","768 OAK STREET","WINNETKA",60093,NA,21,"Suburban Large","Suburban",-87.73299413,42.10455015,2020,17357,2020
"2345","IL0590",3,"IL","3071601","NORTHFIELD BRANCH LIBRARY","1785 ORCHARD LANE","NORTHFIELD",60093,NA,21,"Suburban Large","Suburban",-87.77046283,42.10033736,2020,17357,2020
"2346","IL0591",2,"IL","3071700","WITT TOWNSHIP MEMORIAL LIBRARY","18 NORTH SECOND STREET","WITT",62094,NA,32,"Town Distant","Town",-89.35178011,39.25489258,2020,1163,2020
"2347","IL0592",2,"IL","3071800","WOOD DALE PUBLIC LIBRARY DISTRICT","520 NORTH WOOD DALE ROAD","WOOD DALE",60191,NA,21,"Suburban Large","Suburban",-87.97884507,41.97089236,2020,13166,2020
"2348","IL0592",3,"IL","3071801","WOOD DALE PUBLIC LIBRARY DISTRICT MOBILE LIBRARY","520 NORTH WOOD DALE ROAD","WOOD DALE",60191,NA,21,"Suburban Large","Suburban",-87.97884507,41.97089236,2020,13166,2020
"2349","IL0594",2,"IL","3072000","WOODRIDGE PUBLIC LIBRARY","3 PLAZA DRIVE","WOODRIDGE",60517,NA,21,"Suburban Large","Suburban",-88.04451745,41.7553394,2020,32971,2020
"2350","IL0595",2,"IL","3072100","WOODSTOCK PUBLIC LIBRARY","414 WEST JUDD STREET","WOODSTOCK",60098,NA,31,"Town Fringe","Town",-88.45225698,42.31564419,2020,25528,2020
"2351","IL0597",2,"IL","3072300","WORTH PUBLIC LIBRARY DISTRICT","6917 WEST 111TH STREET","WORTH",60482,NA,21,"Suburban Large","Suburban",-87.79238478,41.69007832,2020,10789,2020
"2352","IL0598",2,"IL","3057000","RAYMOND A. SAPP MEMORIAL TOWNSHIP LIBRARY","103 EAST MAIN STREET","WYANET",61379,NA,42,"Rural Distant","Rural",-89.58349786,41.36524114,2020,1364,2020
"2353","IL0602",2,"IL","3072900","ZION-BENTON PUBLIC LIBRARY DISTRICT","2400 GABRIEL AVENUE","ZION",60099,NA,21,"Suburban Large","Suburban",-87.83959618,42.45104101,2020,42403,2020
"2354","IL0603",2,"IL","3067300","VESPASIAN WARNER PUBLIC LIBRARY DISTRICT","310 NORTH QUINCY STREET","CLINTON",61727,NA,32,"Town Distant","Town",-88.9617513,40.15502047,2020,12087,2020
"2355","IL0604",2,"IL","3069800","WEST UNION DISTRICT LIBRARY","209 WEST UNION STREET","WEST UNION",62477,NA,42,"Rural Distant","Rural",-87.66800639,39.2159933,2020,785,2020
"2356","IL0607",2,"IL","3027100","FARMERSVILLE-WAGGONER PUBLIC LIBRARY DISTRICT","210 SOUTH CLEVELAND STREET","FARMERSVILLE",62533,NA,42,"Rural Distant","Rural",-89.65154555,39.44196912,2020,1651,2020
"2357","IL0608",2,"IL","3040900","LINCOLNWOOD PUBLIC LIBRARY DISTRICT","4000 WEST PRATT AVENUE","LINCOLNWOOD",60712,NA,21,"Suburban Large","Suburban",-87.72924901,42.0045175,2020,12590,2020
"2358","IL0610",2,"IL","3061800","SMITHTON PUBLIC LIBRARY DISTRICT","109 SOUTH MAIN STREET","SMITHTON",62285,NA,31,"Town Fringe","Town",-89.99223748,38.407675,2020,4807,2020
"2359","IL0613",2,"IL","3056700","RAMSEY PUBLIC LIBRARY","401 SOUTH SUPERIOR STREET","RAMSEY",62080,NA,42,"Rural Distant","Rural",-89.10827753,39.14096198,2020,1037,2020
"2360","IL0634",2,"IL","3019700","CISSNA PARK COMMUNITY LIBRARY DISTRICT","511 NORTH SECOND STREET","CISSNA PARK",60924,NA,42,"Rural Distant","Rural",-87.89294089,40.56984994,2020,1826,2020
"2361","IL0637",2,"IL","3021200","CRESTWOOD PUBLIC LIBRARY DISTRICT","4955 WEST 135TH STREET","CRESTWOOD",60418,NA,21,"Suburban Large","Suburban",-87.74419655,41.64703587,2020,9337,2020
"2362","IL0638",2,"IL","3073300","GLEN CARBON CENTENNIAL LIBRARY","198 SOUTH MAIN STREET","GLEN CARBON",62034,NA,21,"Suburban Large","Suburban",-89.98391542,38.74842455,2020,12934,2020
"2363","IL0639",2,"IL","3036100","HUDSON AREA PUBLIC LIBRARY DISTRICT","104 PEARL STREET","HUDSON",61748,NA,41,"Rural Fringe","Rural",-88.99214291,40.60423638,2020,3741,2020
"2364","IL0640",2,"IL","3058100","ROBERT W. ROWE PUBLIC LIBRARY DISTRICT","120 EAST SI JOHNSON AVENUE","SHERIDAN",60551,NA,42,"Rural Distant","Rural",-88.67938803,41.52999751,2020,4350,2020
"2365","IL0644",2,"IL","3073600","CORTLAND COMMUNITY LIBRARY","63 SOUTH SOMONAUK ROAD","CORTLAND",60112,NA,23,"Suburban Small","Suburban",-88.68877283,41.92049378,2020,4270,2020
"2366","IL0645",2,"IL","3073400","CRESTON-DEMENT PUBLIC LIBRARY DISTRICT","107 SOUTH MAIN STREET","CRESTON",60113,NA,42,"Rural Distant","Rural",-88.96499772,41.93068602,2020,794,2020
"2367","IL0661",2,"IL","3073200","GERMANTOWN PUBLIC LIBRARY DISTRICT","403 MUNSTER STREET","GERMANTOWN",62245,NA,32,"Town Distant","Town",-89.53857426,38.55406192,2020,1923,2020
"2368","IL0662",2,"IL","3073700","BEECHER PUBLIC LIBRARY DISTRICT","660 PENFIELD STREET","BEECHER",60401,NA,31,"Town Fringe","Town",-87.62684973,41.34244425,2020,6643,2020
"2369","IL0663",2,"IL","3074300","CENTRAL CITIZENS' LIBRARY DISTRICT","1134 EAST 3100 NORTH ROAD","CLIFTON",60927,NA,42,"Rural Distant","Rural",-87.92073252,40.95855367,2020,4755,2020
"2370","IL0664",2,"IL","3074600","CLIFTON PUBLIC LIBRARY","150 EAST FOURTH AVENUE","CLIFTON",60927,NA,42,"Rural Distant","Rural",-87.93396436,40.93382743,2020,1468,2020
"2371","IL0665",2,"IL","3074200","SHERMAN PUBLIC LIBRARY DISTRICT","2100 EAST ANDREW ROAD","SHERMAN",62684,NA,22,"Suburban Midsize","Suburban",-89.61433191,39.89595148,2020,4148,2020
"2372","IL0666",1,"IL","3074500","ATHENS MUNICIPAL LIBRARY","410 EAST HARGRAVE STREET","ATHENS",62613,NA,42,"Rural Distant","Rural",-89.71750493,39.96063273,2020,1988,2020
"2373","IL0668",1,"IL","3073500","PEMBROKE PUBLIC LIBRARY DISTRICT","13795 EAST CENTRAL STREET","PEMBROKE TOWNSHIP",60958,NA,42,"Rural Distant","Rural",-87.60619646,41.0671894,2020,1946,2020
"2374","IL0669",1,"IL","3073900","LIMESTONE TOWNSHIP LIBRARY","2701 WEST TOWER ROAD","KANKAKEE",60901,NA,23,"Suburban Small","Suburban",-87.92775377,41.14039102,2020,5035,2020
"2375","IL0670",1,"IL","3080400","RIVERTON VILLAGE LIBRARY","1200 EAST RIVERTON ROAD","RIVERTON",62561,NA,41,"Rural Fringe","Rural",-89.53218298,39.857809,2020,3455,2020
"2376","IL0687",1,"IL","3070800","WILLIAMSVILLE PUBLIC LIBRARY","217 NORTH ELM STREET","WILLIAMSVILLE",62693,NA,41,"Rural Fringe","Rural",-89.54989746,39.95614498,2020,1476,2020
"2377","IL0689",1,"IL","3057900","RIVERSIDE PUBLIC LIBRARY","1 BURLING ROAD","RIVERSIDE",60546,NA,21,"Suburban Large","Suburban",-87.81937182,41.82653369,2020,8875,2020
"2378","IL0693",1,"IL","3081400","MARYVILLE COMMUNITY LIBRARY DISTRICT","8 SCHIBER COURT","MARYVILLE",62062,NA,21,"Suburban Large","Suburban",-89.95026585,38.73070638,2020,9912,2020
"2379","IL0695",1,"IL","3008700","CARRIER MILLS-STONEFORT PUBLIC LIBRARY DISTRICT","109 OAK STREET","CARRIER MILLS",62917,NA,41,"Rural Fringe","Rural",-88.6332849,37.68422733,2020,2730,2020
"2380","IL0696",1,"IL","3064200","SUMMIT PUBLIC LIBRARY DISTRICT","6233 SOUTH ARCHER ROAD","SUMMIT",60501,NA,21,"Suburban Large","Suburban",-87.81349809,41.7780034,2020,11054,2020
"2381","IL0700",1,"IL","4148100","TRI-CITY PUBLIC LIBRARY DISTRICT","600 SOUTH MAIN STREET","BUFFALO",62515,NA,42,"Rural Distant","Rural",-89.40595797,39.84721084,2020,3652,2020
"2382","IL0701",1,"IL","3054700","PHOENIX PUBLIC LIBRARY DISTRICT","15500 EIGHTH AVENUE","PHOENIX",60426,NA,21,"Suburban Large","Suburban",-87.62631578,41.60789328,2020,1964,2020
"2383","IL8001",1,"IL","3075000","GALATIA PUBLIC LIBRARY DISTRICT","217 SOUTH MAIN CROSS STREET","GALATIA",62935,NA,42,"Rural Distant","Rural",-88.61201449,37.83948881,2020,2384,2020
"2384","IL8003",1,"IL","3080600","FRANK BERTETTI BENLD PUBLIC LIBRARY","308 EAST CENTRAL AVENUE","BENLD",62009,NA,32,"Town Distant","Town",-89.80296396,39.09304256,2020,1556,2020
"2385","IL8004",1,"IL","3074400","CENTREVILLE PUBLIC LIBRARY","701 SOUTH 47TH STREET","CENTREVILLE",62207,NA,21,"Suburban Large","Suburban",-90.12247,38.577115,2017,-3,2017
"2386","IL8005",1,"IL","3080800","WEST SANGAMON PUBLIC LIBRARY DISTRICT","103 EAST ILLINOIS STREET","NEW BERLIN",62670,NA,42,"Rural Distant","Rural",-89.91186439,39.72475273,2020,4737,2020
"2387","IL8030",1,"IL","3081100","CHARLES B. PHILLIPS PUBLIC LIBRARY DISTRICT","6 NORTH JACKSON STREET","NEWARK",60541,NA,42,"Rural Distant","Rural",-88.5823323,41.53757467,2020,2261,2020
"2388","IN0001",3,"IN","141","PLAINVILLE BRANCH","858 2ND STREET","PLAINVILLE",47568,NA,33,"Town Remote","Town",-87.249579,38.809468,2014,11509,2020
"2389","IN0003",4,"IN","191","JASPER-DUBOIS COUNTY CONTRACTUAL PUBLIC LIBRARY","100 3RD AVE, SUITE B","JASPER",47546,NA,32,"Town Distant","Town",-86.9302888,38.38923263,2020,32247,2020
"2390","IN0018",2,"IN","IN0018-002","ALEXANDRIAN PUBLIC LIBRARY MOBILE LIBRARY","126 WEST FIFTH STREET","MOUNT VERNON",47620,NA,31,"Town Fringe","Town",-87.89677803,37.93288381,2020,19845,2020
"2391","IN0019",8,"IN","741","MARYLEE VOGEL","6014 WEST DIVISION STREET","RICHLAND",47634,NA,42,"Rural Distant","Rural",-87.16872089,37.94703963,2020,9605,2020
"2392","IN0019",9,"IN","741","PARKER BRANCH","925 NORTH COUNTY ROAD 900 WEST","HATFIELD",47617,NA,42,"Rural Distant","Rural",-87.22420574,37.90124699,2020,9605,2020
"2393","IN0020",14,"IN","821","RIVER CITY BOOK BUS","200 SE MARTIN LUTHER KING JR. BLVD","EVANSVILLE",47713,NA,12,"City Midsize","City",-87.565961,37.970948,2018,179703,2020
"2394","IN0023",5,"IN","872","BOONVILLE BOOKMOBILE","611 WEST MAIN STREET","BOONVILLE",47601,NA,31,"Town Fringe","Town",-87.28148473,38.05008109,2020,21940,2020
"2395","IN0027",14,"IN","1452","PENNSYLVANIA AVENUE CENTER","3550 PENNSYLVANIA AVENUE","EAST CHICAGO",46312,NA,21,"Suburban Large","Suburban",-87.4428,41.64908,2019,29698,2020
"2396","IN0027",17,"IN","1452","ROBERTO CLEMENTE CENTER","3616 ELM STREET","EAST CHICAGO",46312,NA,21,"Suburban Large","Suburban",-87.448,41.64675,2019,29698,2020
"2397","IN0027",19,"IN","1452","151ST STREET CENTER","4925 GLADIOLA STREET","EAST CHICAGO",46312,NA,21,"Suburban Large","Suburban",-87.467466,41.623594,2018,29698,2020
"2398","IN0027",20,"IN","IN0027-020","HERITAGE HALL CENTER","4506 TOD AVENUE","EAST CHICAGO",46312,NA,21,"Suburban Large","Suburban",-87.478073,41.631828,2018,29698,2020
"2399","IN0027",21,"IN","2201","EAST CHICAGO PUBLIC LIBRARY","2401 E. COLUMBUS DRIVE","EAST CHICAGO",46312,NA,21,"Suburban Large","Suburban",-87.442074,41.638208,2017,29698,2020
"2400","IN0028",3,"IN","1453","GARY PUBLIC LIBRARY","220 W. 5TH AVENUE","GARY",46402,NA,13,"City Small","City",-87.34065602,41.60205748,2020,75242,2020
"2401","IN0028",4,"IN","1452","J.F. KENNEDY BRANCH","3953 BROADWAY","GARY",46409,NA,13,"City Small","City",-87.33637764,41.54637269,2020,75242,2020
"2402","IN0028",7,"IN","1452","GARY PUBLIC LIBRARY","220 W 5TH AVE","GARY",46402,NA,13,"City Small","City",-87.33995,41.602036,2014,75242,2020
"2403","IN0028",9,"IN","IN0028-009","BRUNSWICK BRANCH","4030 WEST 5TH AVENUE","GARY",46406,NA,13,"City Small","City",-87.387184,41.602003,2017,75242,2020
"2404","IN0028",10,"IN","IN0028","CARTER G WOODSON BRANCH","501 SOUTH LAKE","GARY",46403,NA,13,"City Small","City",-87.26782021,41.60118929,2020,75242,2020
"2405","IN0030",2,"IN","1455","BLACK OAK BRANCH LIBRARY","5921 WEST 25TH AVENUE","GARY",46406,NA,13,"City Small","City",-87.4094973,41.5735246,2014,242837,2020
"2406","IN0033",2,"IN","1461","MICHIGAN CITY PUBLIC LIBRARY","100 EAST 4TH STREET","MICHIGAN CITY",46360,NA,13,"City Small","City",-86.9023523,41.71836096,2020,35339,2020
"2407","IN0034",2,"IN","1462","WESTVILLE-NEW DURHAM TOWNSHIP PUBLIC LIBRARY","153 MAIN STREET","WESTVILLE",46391,NA,31,"Town Fringe","Town",-86.89877994,41.54158767,2020,8664,2020
"2408","IN0037",2,"IN","1465","FISH LAKE BRANCH LIBRARY","7981 EAST STATE ROAD 4","WALKERTON",46574,NA,42,"Rural Distant","Rural",-86.54516362,41.56521391,2020,64696,2020
"2409","IN0037",3,"IN","1465","HANNA BRANCH LIBRARY","108 EAST WEST STREET","HANNA",46340,NA,42,"Rural Distant","Rural",-86.77778997,41.41189108,2020,64696,2020
