"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","speed_benchmark","pop_category"
"1",115884,"WA0068",8,"mottet branch library","library","No","public library","Active","3523 E G St","Tacoma","WA",98404,2145,"Pierce",47.228752,-122.421782,"Congressional District 10","Urban",NA,NA,NA,NA,17001842,"Tacoma Public Library","library system","1102 Tacoma Ave S","Tacoma","WA",98402,"Congressional District 6",2022,221014101,2299017176,2299017176.001,"In-Window","Committed","Funded","FCDL Issued","Rainier Connect North, LLC",143052298,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",2350,0,2350,1,2350,12,28200,0,0,0,0,0,28200,0.8,22560,5640,5024,1,NA,NA,NA,NA,2820,10,2256,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",1000,1000,"gigabit","gigabit",213300,"benchmark met","over50"
"2",115905,"WA0068",11,"george o swasey branch library","library","No","public library","Active","7001 6th Ave","Tacoma","WA",98406,1707,"Pierce",47.25584,-122.530651,"Congressional District 6","Urban",NA,NA,NA,NA,17001842,"Tacoma Public Library","library system","1102 Tacoma Ave S","Tacoma","WA",98402,"Congressional District 6",2022,221014101,2299017176,2299017176.001,"In-Window","Committed","Funded","FCDL Issued","Rainier Connect North, LLC",143052298,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",2350,0,2350,1,2350,12,28200,0,0,0,0,0,28200,0.8,22560,5640,9686,1,NA,NA,NA,NA,2820,10,2256,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",1000,1000,"gigabit","gigabit",213300,"benchmark met","over50"
"3",115925,"WA0068",7,"grace r moore branch library","library","No","public library","Active","215 S 56th St","Tacoma","WA",98408,6404,"Pierce",47.206666,-122.435527,"Congressional District 6","Urban",NA,NA,NA,NA,17001842,"Tacoma Public Library","library system","1102 Tacoma Ave S","Tacoma","WA",98402,"Congressional District 6",2022,221014101,2299017176,2299017176.001,"In-Window","Committed","Funded","FCDL Issued","Rainier Connect North, LLC",143052298,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",2350,0,2350,1,2350,12,28200,0,0,0,0,0,28200,0.8,22560,5640,15487,1,NA,NA,NA,NA,2820,10,2256,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",1000,1000,"gigabit","gigabit",213300,"benchmark met","over50"
"4",115933,"WA0068",9,"south tacoma branch library","library","No","public library","Active","3411 S 56th St","Tacoma","WA",98409,4203,"Pierce",47.206695,-122.482079,"Congressional District 6","Urban",NA,NA,NA,NA,17001842,"Tacoma Public Library","library system","1102 Tacoma Ave S","Tacoma","WA",98402,"Congressional District 6",2022,221014101,2299017176,2299017176.001,"In-Window","Committed","Funded","FCDL Issued","Rainier Connect North, LLC",143052298,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",2350,0,2350,1,2350,12,28200,0,0,0,0,0,28200,0.8,22560,5640,7475,1,NA,NA,NA,NA,2820,10,2256,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",1000,1000,"gigabit","gigabit",213300,"benchmark met","over50"
"5",115944,"WA0068",5,"kobetich branch library","library","No","public library","Active","212 Browns Point Blvd Ne","Tacoma","WA",98422,2503,"Pierce",47.287929,-122.386333,"Congressional District 9","Urban",NA,NA,NA,NA,17001842,"Tacoma Public Library","library system","1102 Tacoma Ave S","Tacoma","WA",98402,"Congressional District 6",2022,221014101,2299017176,2299017176.001,"In-Window","Committed","Funded","FCDL Issued","Rainier Connect North, LLC",143052298,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",2350,0,2350,1,2350,12,28200,0,0,0,0,0,28200,0.8,22560,5640,5000,1,NA,NA,NA,NA,2820,10,2256,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",1000,1000,"gigabit","gigabit",213300,"benchmark met","over50"
"6",115966,"WA0068",3,"fern hill branch library","library","No","public library","Active","765 S 84th St","Tacoma","WA",98444,6365,"Pierce",47.181434,-122.442886,"Congressional District 6","Urban",NA,NA,NA,NA,17001842,"Tacoma Public Library","library system","1102 Tacoma Ave S","Tacoma","WA",98402,"Congressional District 6",2022,221014101,2299017176,2299017176.001,"In-Window","Committed","Funded","FCDL Issued","Rainier Connect North, LLC",143052298,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",2350,0,2350,1,2350,12,28200,0,0,0,0,0,28200,0.8,22560,5640,7996,1,NA,NA,NA,NA,2820,10,2256,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",1000,1000,"gigabit","gigabit",213300,"benchmark met","over50"
"7",122497,"CT0094",2,"edith wheeler memorial public library","library","Yes","public library","Active","733 Monroe Turnpike","Monroe","CT",6468,NA,"Fairfield",41.331314,-73.207135,"Congressional District 4","Urban",NA,NA,NA,NA,122497,"Edith Wheeler Memorial Public Library","library","733 Monroe Turnpike","Monroe","CT",6468,"Congressional District 4",2022,221019224,2299024951,2299024951.001,"In-Window","Committed","Funded","FCDL Issued","Dept of Admin Services, CT",143049066,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",25,"Mbps",25,"Mbps",123,0,123,1,123,12,1476,0,0,0,0,0,1476,0.4,590.4,885.6,32000,1,NA,NA,NA,NA,1476,1,590.4,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",25,25,"underserved","not_gigabit",19434,"benchmark not met","under50"
"8",122766,"NJ0295",2,"mountainside public library","library","Yes","main branch, public library","Active","1 Constitution Plz","Mountainside","NJ",7092,NA,"Union",40.67373,-74.358432,"Congressional District 7","Urban",NA,NA,NA,NA,122766,"Mountainside Public Library","library","1 Constitution Plz","Mountainside","NJ",7092,"Congressional District 7",2022,221023938,2299032766,2299032766.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",388,0,388,1,388,7,2716,0,0,0,0,0,2716,0.4,1086.4,1629.6,10000,NA,NA,NA,NA,NA,2716,1,1086.4,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",6685,"benchmark met","under50"
"9",122787,"NJ0117",2,"irvington public library","library","Yes","main branch, public library","Active","1 Civic Sq","Irvington","NJ",7111,2412,"Essex",40.7269329,-74.2341822,"Congressional District 10","Urban",NA,NA,NA,NA,122787,"Irvington Public Library","library","1 Civic Sq","Irvington","NJ",7111,"Congressional District 10",2022,221017946,2299022810,2299022810.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",480,0,480,1,480,12,5760,0,0,0,0,0,5760,0.9,5184,576,33000,NA,NA,NA,NA,NA,5760,1,5184,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",53926,"benchmark met","over50"
"10",123195,"NJ0092",2,"haddonfield public library","library","Yes","main branch, public library","Active","60 N Haddon Ave","Haddonfield","NJ",8033,2422,"Camden",39.899198,-75.034794,"Congressional District 1","Urban",NA,NA,NA,NA,123195,"Haddonfield Public Library","library","60 N Haddon Ave","Haddonfield","NJ",8033,"Congressional District 1",2022,221029922,2299042908,2299042908.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",307,0,307,1,307,12,3684,0,0,0,0,0,3684,0.4,1473.6,2210.4,12000,NA,NA,NA,NA,NA,3684,1,1473.6,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",11593,"benchmark met","under50"
"11",123212,"NJ0082",2,"willingboro public library","library","Yes","main branch, public library","Active","220 Willingboro Parkway At The Town Center","Willingboro","NJ",8046,2853,"Burlington",40.05282,-74.89056,"Congressional District 3","Urban",NA,NA,NA,NA,123212,"Willingboro Public Library","library","220 Willingboro Parkway At The Town Center","Willingboro","NJ",8046,"Congressional District 3",2022,221035030,2299051464,2299051464.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",480,0,480,1,480,12,5760,0,0,0,0,0,5760,0.8,4608,1152,42000,NA,NA,NA,NA,NA,5760,1,4608,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",31629,"benchmark met","under50"
"12",123292,"NJ0143",2,"west deptford free public library","library","Yes","main branch, public library","Active","420 Crown Point Rd","West Deptford","NJ",8086,NA,"Gloucester",39.844655,-75.189972,"Congressional District 1","Urban",NA,NA,NA,NA,123292,"West Deptford Free Public Library","library","420 Crown Point Rd","West Deptford","NJ",8086,"Congressional District 1",2022,221007784,2299008796,2299008796.003,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",335,0,335,1,335,12,4020,0,0,0,0,0,4020,0.5,2010,2010,18000,NA,NA,NA,NA,NA,4020,1,2010,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",21677,"benchmark met","under50"
"13",123311,"NJ0136",2,"monroe township public library","library","Yes","main branch, public library","Active","713 Marsha Avenue","Williamstown","NJ",8094,NA,"Gloucester",39.693741,-75.002334,"Congressional District 1","Urban",NA,NA,NA,NA,123311,"Monroe Township Public Library","library","713 Marsha Avenue","Williamstown","NJ",8094,"Congressional District 1",2022,221020164,2299026382,2299026382.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",390,0,390,1,390,12,4680,0,0,0,0,0,4680,0.5,2340,2340,10800,NA,NA,NA,NA,NA,4680,1,2340,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",36129,"benchmark met","under50"
"14",123315,"NJ0131",2,"johnson mem library-deptford","library","Yes","main branch, public library","Active","670 Ward Dr","Deptford","NJ",8096,NA,"Gloucester",39.825582,-75.138239,"Congressional District 1","Urban",NA,NA,NA,NA,123315,"Johnson Mem Library-Deptford","library","670 Ward Dr","Deptford","NJ",8096,"Congressional District 1",2022,221017921,2299022777,2299022777.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",307,0,307,1,307,12,3684,0,0,0,0,0,3684,0.6,2210.4,1473.6,18000,NA,NA,NA,NA,NA,3684,1,2210.4,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",30561,"benchmark met","under50"
"15",123329,"NJ0089",2,"collingswood free public lib","library","Yes","main branch, public library","Active","771 Haddon Avenue","Collingswood","NJ",8108,NA,"Camden",39.915922,-75.066663,"Congressional District 1","Urban",NA,NA,NA,NA,123329,"Collingswood Free Public Lib","library","771 Haddon Avenue","Collingswood","NJ",8108,"Congressional District 1",2022,221017960,2299022830,2299022830.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",307,0,307,1,307,6,1842,0,0,0,0,0,1842,0.5,921,921,13000,NA,NA,NA,NA,NA,3684,1,921,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",13926,"benchmark met","under50"
"16",123338,"NJ0002",2,"absecon public library","library","No","public library","Active","305 New Jersey Ave","Absecon","NJ",8201,2412,"Atlantic",39.428305,-74.504584,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",320,0,320,9,2880,12,34560,0,0,0,0,0,34560,0.6,20736,13824,3500,NA,NA,NA,NA,NA,3141.81,11,1885.09090909091,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",8411,"benchmark met","under50"
"17",123338,"NJ0002",2,"absecon public library","library","No","public library","Active","305 New Jersey Ave","Absecon","NJ",8201,2412,"Atlantic",39.428305,-74.504584,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.002,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",699,0,699,1,699,12,8388,0,0,0,0,0,8388,0.6,5032.8,3355.2,3500,NA,NA,NA,NA,NA,762.54,11,457.527272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",10000,10000,"gigabit","gigabit",8411,"benchmark met","under50"
"18",123338,"NJ0002",2,"absecon public library","library","No","public library","Active","305 New Jersey Ave","Absecon","NJ",8201,2412,"Atlantic",39.428305,-74.504584,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.003,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",80,0,80,9,720,12,8640,0,0,0,0,0,8640,0.6,5184,3456,3500,NA,NA,NA,NA,NA,785.45,11,471.272727272727,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",500,500,"served_not_gigabit","not_gigabit",8411,"benchmark met","under50"
"19",123338,"NJ0002",2,"absecon public library","library","No","public library","Active","305 New Jersey Ave","Absecon","NJ",8201,2412,"Atlantic",39.428305,-74.504584,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.004,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",160,0,160,1,160,12,1920,0,0,0,0,0,1920,0.6,1152,768,3500,NA,NA,NA,NA,NA,174.54,11,104.727272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",8411,"benchmark met","under50"
"20",123366,"NJ0001",5,"galloway twp public library","library","No","public library","Active","306 E Jimmie Leeds Rd","Galloway","NJ",8205,NA,"Atlantic",39.463702,-74.499221,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",320,0,320,9,2880,12,34560,0,0,0,0,0,34560,0.6,20736,13824,17000,NA,NA,NA,NA,NA,3141.82,11,1885.09090909091,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"21",123366,"NJ0001",5,"galloway twp public library","library","No","public library","Active","306 E Jimmie Leeds Rd","Galloway","NJ",8205,NA,"Atlantic",39.463702,-74.499221,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.002,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",699,0,699,1,699,12,8388,0,0,0,0,0,8388,0.6,5032.8,3355.2,17000,NA,NA,NA,NA,NA,762.55,11,457.527272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",10000,10000,"gigabit","gigabit",204510,"benchmark met","over50"
"22",123366,"NJ0001",5,"galloway twp public library","library","No","public library","Active","306 E Jimmie Leeds Rd","Galloway","NJ",8205,NA,"Atlantic",39.463702,-74.499221,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.003,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",80,0,80,9,720,12,8640,0,0,0,0,0,8640,0.6,5184,3456,17000,NA,NA,NA,NA,NA,785.45,11,471.272727272727,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",500,500,"served_not_gigabit","not_gigabit",204510,"benchmark not met","over50"
"23",123366,"NJ0001",5,"galloway twp public library","library","No","public library","Active","306 E Jimmie Leeds Rd","Galloway","NJ",8205,NA,"Atlantic",39.463702,-74.499221,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.004,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",160,0,160,1,160,12,1920,0,0,0,0,0,1920,0.6,1152,768,17000,NA,NA,NA,NA,NA,174.55,11,104.727272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"24",123370,"NJ0001",11,"somers point public library","library","No","public library","Active","801 Shore Rd","Somers Point","NJ",8244,2356,"Atlantic",39.3127531,-74.5966176,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",320,0,320,9,2880,12,34560,0,0,0,0,0,34560,0.6,20736,13824,7000,NA,NA,NA,NA,NA,3141.82,11,1885.09090909091,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"25",123370,"NJ0001",11,"somers point public library","library","No","public library","Active","801 Shore Rd","Somers Point","NJ",8244,2356,"Atlantic",39.3127531,-74.5966176,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.002,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",699,0,699,1,699,12,8388,0,0,0,0,0,8388,0.6,5032.8,3355.2,7000,NA,NA,NA,NA,NA,762.54,11,457.527272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",10000,10000,"gigabit","gigabit",204510,"benchmark met","over50"
"26",123370,"NJ0001",11,"somers point public library","library","No","public library","Active","801 Shore Rd","Somers Point","NJ",8244,2356,"Atlantic",39.3127531,-74.5966176,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.003,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",80,0,80,9,720,12,8640,0,0,0,0,0,8640,0.6,5184,3456,7000,NA,NA,NA,NA,NA,785.46,11,471.272727272727,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",500,500,"served_not_gigabit","not_gigabit",204510,"benchmark not met","over50"
"27",123370,"NJ0001",11,"somers point public library","library","No","public library","Active","801 Shore Rd","Somers Point","NJ",8244,2356,"Atlantic",39.3127531,-74.5966176,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.004,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",160,0,160,1,160,12,1920,0,0,0,0,0,1920,0.6,1152,768,7000,NA,NA,NA,NA,NA,174.54,11,104.727272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"28",123379,"NJ0104",2,"cumberland county library","library","Yes","main branch, public library","Active","800 E Commerce St","Bridgeton","NJ",8302,2279,"Cumberland",39.421761,-75.19212,"Congressional District 2","Urban",NA,NA,NA,NA,123379,"Cumberland County Library","library","800 E Commerce St","Bridgeton","NJ",8302,"Congressional District 2",2022,221030660,2299044260,2299044260.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",480,0,480,1,480,12,5760,0,0,0,0,0,5760,0.9,5184,576,17000,1,NA,NA,NA,NA,5760,1,5184,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",1000,1000,"gigabit","gigabit",70825,"benchmark met","over50"
"29",128312,"TN0059",2,"franklin county public library","library","Yes","public library","Active","105 S Porter St","Winchester","TN",37398,1546,"Franklin",35.1868894,-86.1099362,"Congressional District 4","Rural",NA,NA,NA,NA,128312,"Franklin County Public Library","library","105 S Porter St","Winchester","TN",37398,"Congressional District 4",2022,221031571,2299045852,2299045852.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Other","Broadband Over Power Lines",50,"Mbps",1,"Gbps",268.9,0,268.9,1,268.9,12,3226.8,0,0,0,1,0,3226.8,0.8,2581.44,645.36,11479,1,NA,NA,NA,NA,3226.8,1,2581.44,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",1000,1,"served_not_gigabit","not_gigabit",42208,"benchmark met","under50"
"30",128532,"MS0005",2,"carnegie public library","library","Yes","main branch, public library","Active","114 Delta Avenue","Clarksdale","MS",38614,NA,"Coahoma",34.20379,-90.574921,"Congressional District 2","Rural",NA,NA,NA,NA,17005130,"Mississippi Library Commission","consortium","3881 Eastwood Drive","Jackson","MS",39211,"Congressional District 3",2022,221035364,2299052121,2299052121.001,"In-Window","Committed","Funded","FCDL Issued","Telepak Networks, Inc.",143021979,"Category1","Data Transmission and/or Internet Access","Fiber","MPLS",10,"Gbps",10,"Gbps",5000,0,5000,3,15000,12,180000,0,0,0,0,0,180000,0.88,158400,21600,16917,NA,NA,NA,NA,"P.O. Box 280",1028.57,175,905.142857142857,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",10000,10000,"gigabit","gigabit",22124,"benchmark met","under50"
"31",128532,"MS0005",2,"carnegie public library","library","Yes","main branch, public library","Active","114 Delta Avenue","Clarksdale","MS",38614,NA,"Coahoma",34.20379,-90.574921,"Congressional District 2","Rural",NA,NA,NA,NA,17005130,"Mississippi Library Commission","consortium","3881 Eastwood Drive","Jackson","MS",39211,"Congressional District 3",2022,221035364,2299052668,2299052668.001,"In-Window","Committed","Funded","FCDL Issued","Telepak Networks, Inc.",143021979,"Category1","Data Transmission and/or Internet Access","Other","Other",10,"Gbps",10,"Gbps",245,0,245,6,1470,12,17640,0,0,0,0,0,17640,0.88,15523.2,2116.8,16917,NA,NA,NA,NA,"P.O. Box 280",100.8,175,88.704,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",10000,10000,"gigabit","gigabit",22124,"benchmark met","under50"
"32",128542,"MS0030",2,"marks-quitman county library","library","Yes","public library","Active","315 E Main St","Marks","MS",38646,1347,"Quitman",34.257222,-90.270368,"Congressional District 2","Rural",NA,NA,NA,NA,17005130,"Mississippi Library Commission","consortium","3881 Eastwood Drive","Jackson","MS",39211,"Congressional District 3",2022,221035364,2299052121,2299052121.001,"In-Window","Committed","Funded","FCDL Issued","Telepak Networks, Inc.",143021979,"Category1","Data Transmission and/or Internet Access","Fiber","MPLS",10,"Gbps",10,"Gbps",5000,0,5000,3,15000,12,180000,0,0,0,0,0,180000,0.88,158400,21600,4355,NA,NA,NA,NA,NA,1028.57,175,905.142857142857,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",10000,10000,"gigabit","gigabit",6792,"benchmark met","under50"
